09:05:00.264 INFO  [main] org.hibernate.Version - HHH000412: Hibernate Core {5.2.2.Final}
09:05:00.311 INFO  [main] org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
09:05:00.311 INFO  [main] org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
09:05:01.686 INFO  [main] o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
09:05:03.530 WARN  [main] o.hibernate.orm.connections.pooling - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
09:05:03.592 INFO  [main] o.hibernate.orm.connections.pooling - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://localhost:5433/restaurant]
09:05:03.592 INFO  [main] o.hibernate.orm.connections.pooling - HHH10001001: Connection properties: {user=user, password=****}
09:05:03.592 INFO  [main] o.hibernate.orm.connections.pooling - HHH10001003: Autocommit mode: false
09:05:03.592 INFO  [main] o.h.e.j.c.i.DriverManagerConnectionProviderImpl - HHH000115: Hibernate connection pool size: 20 (min=1)
09:05:06.030 INFO  [main] org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL9Dialect
09:05:06.358 INFO  [main] o.h.e.j.e.i.LobCreatorBuilderImpl - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
09:05:06.374 INFO  [main] org.hibernate.type.BasicTypeRegistry - HHH000270: Type registration [java.util.UUID] overrides previous : org.hibernate.type.UUIDBinaryType@e8b606
09:07:01.467 INFO  [main] org.hibernate.Version - HHH000412: Hibernate Core {5.2.2.Final}
09:07:01.483 INFO  [main] org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
09:07:01.483 INFO  [main] org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
09:07:21.764 INFO  [main] org.hibernate.Version - HHH000412: Hibernate Core {5.2.2.Final}
09:07:21.764 INFO  [main] org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
09:07:21.764 INFO  [main] org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
09:07:22.077 INFO  [main] o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
09:07:23.061 WARN  [main] o.hibernate.orm.connections.pooling - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
09:07:23.077 INFO  [main] o.hibernate.orm.connections.pooling - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://localhost:5433/restaurant]
09:07:23.077 INFO  [main] o.hibernate.orm.connections.pooling - HHH10001001: Connection properties: {user=user, password=****}
09:07:23.077 INFO  [main] o.hibernate.orm.connections.pooling - HHH10001003: Autocommit mode: false
09:07:23.077 INFO  [main] o.h.e.j.c.i.DriverManagerConnectionProviderImpl - HHH000115: Hibernate connection pool size: 20 (min=1)
09:07:23.155 INFO  [main] org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL9Dialect
09:07:23.358 INFO  [main] o.h.e.j.e.i.LobCreatorBuilderImpl - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
09:07:23.358 INFO  [main] org.hibernate.type.BasicTypeRegistry - HHH000270: Type registration [java.util.UUID] overrides previous : org.hibernate.type.UUIDBinaryType@e8b606
09:10:08.436 INFO  [main] org.hibernate.Version - HHH000412: Hibernate Core {5.2.2.Final}
09:10:08.452 INFO  [main] org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
09:10:08.452 INFO  [main] org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
09:10:08.764 INFO  [main] o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
09:10:09.749 WARN  [main] o.hibernate.orm.connections.pooling - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
09:10:09.764 INFO  [main] o.hibernate.orm.connections.pooling - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://localhost:5433/restaurant]
09:10:09.764 INFO  [main] o.hibernate.orm.connections.pooling - HHH10001001: Connection properties: {user=user, password=****}
09:10:09.764 INFO  [main] o.hibernate.orm.connections.pooling - HHH10001003: Autocommit mode: false
09:10:09.764 INFO  [main] o.h.e.j.c.i.DriverManagerConnectionProviderImpl - HHH000115: Hibernate connection pool size: 20 (min=1)
09:10:09.889 INFO  [main] org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL9Dialect
09:10:10.108 INFO  [main] o.h.e.j.e.i.LobCreatorBuilderImpl - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
09:10:10.108 INFO  [main] org.hibernate.type.BasicTypeRegistry - HHH000270: Type registration [java.util.UUID] overrides previous : org.hibernate.type.UUIDBinaryType@157e4c0
09:10:37.202 INFO  [main] org.hibernate.Version - HHH000412: Hibernate Core {5.2.2.Final}
09:10:37.311 INFO  [main] org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
09:10:37.327 INFO  [main] org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
09:10:41.061 INFO  [main] o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
09:11:10.514 WARN  [main] o.hibernate.orm.connections.pooling - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
09:11:10.608 INFO  [main] o.hibernate.orm.connections.pooling - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://localhost:5433/restaurant]
09:11:10.608 INFO  [main] o.hibernate.orm.connections.pooling - HHH10001001: Connection properties: {user=user, password=****}
09:11:10.608 INFO  [main] o.hibernate.orm.connections.pooling - HHH10001003: Autocommit mode: false
09:11:10.702 INFO  [main] o.h.e.j.c.i.DriverManagerConnectionProviderImpl - HHH000115: Hibernate connection pool size: 20 (min=1)
09:11:11.749 INFO  [main] org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL9Dialect
